Invoice ID,sum(Invoice with Exception Count)
Invoice 116221,1
Invoice 163130,1
Invoice 246633,4
Invoice 147542,2
Invoice 161971,1
Invoice 169769,2
Invoice 155364,2
Invoice 148441,4
Invoice 52302,1
Invoice 157489,2
Invoice 273942,2
Invoice 268936,1
Invoice 210921,1
Invoice 146837,1
Invoice 37287,1
Invoice 244066,1
Invoice 143216,1
Invoice 144525,2
Invoice 157644,3
Invoice 146043,5
Invoice 259931,7
Invoice 232404,1
Invoice 258584,1
Invoice 150303,8
Invoice 142884,3
Invoice 147042,3
Invoice 159325,1
Invoice 170734,1
Invoice 149664,4
Invoice 148452,2
Invoice 159001,4
Invoice 142826,2
Invoice 176869,1
Invoice 265132,2
Invoice 161058,1
Invoice 174103,3
Invoice 150066,2
Invoice 225181,2
Invoice 15848,1
Invoice 245014,1
Invoice 161408,1
Invoice 167603,2
Invoice 147574,6
Invoice 151342,2
Invoice 162802,1
Invoice 193250,1
Invoice 152925,1
Invoice 160343,1
Invoice 15420,1
Invoice 146887,1
Invoice 149718,1
Invoice 231035,1
Invoice 18192,5
Invoice 253725,1
Invoice 211205,2
Invoice 142121,1
Invoice 144494,3
Invoice 210326,1
Invoice 14713,4
Invoice 216332,1
Invoice 260149,3
Invoice 219366,4
Invoice 142699,2
Invoice 208319,3
Invoice 170348,1
Invoice 151698,2
Invoice 154613,2
Invoice 160200,1
Invoice 108913,1
Invoice 154347,1
Invoice 162998,1
Invoice 227567,1
Invoice 154310,2
Invoice 202818,6
Invoice 147616,2
Invoice 146318,2
Invoice 194515,2
Invoice 244366,1
Invoice 148288,2
Invoice 144755,1
Invoice 197176,2
Invoice 167554,1
Invoice 147218,2
Invoice 236164,4
Invoice 243695,1
Invoice 177145,1
Invoice 156695,1
Invoice 216852,1
Invoice 153028,2
Invoice 165462,2
Invoice 217709,1
Invoice 158619,1
Invoice 51010,2
Invoice 275170,1
Invoice 243185,1
Invoice 183210,1
Invoice 245642,1
Invoice 155263,3
Invoice 182967,2
Invoice 150214,3
Invoice 266538,2
Invoice 254069,2
Invoice 188199,1
Invoice 252692,1
Invoice 226894,1
Invoice 20706,1
Invoice 153086,1
Invoice 270946,2
Invoice 232695,1
Invoice 221752,1
Invoice 248806,9
Invoice 170423,2
Invoice 148783,1
Invoice 205201,1
Invoice 214990,1
Invoice 143646,1
Invoice 146614,2
Invoice 144769,1
Invoice 266227,1
Invoice 219867,1
Invoice 213903,3
Invoice 264973,1
Invoice 251479,1
Invoice 144985,1
Invoice 250334,2
Invoice 181720,1
Invoice 257962,2
Invoice 225433,1
Invoice 152785,1
Invoice 239583,1
Invoice 158413,1
Invoice 262777,1
Invoice 233347,1
Invoice 163838,2
Invoice 159153,1
Invoice 218251,2
Invoice 60590,4
Invoice 142187,1
Invoice 193194,3
Invoice 247321,1
Invoice 135231,4
Invoice 156936,1
Invoice 53374,2
Invoice 142406,1
Invoice 165223,1
Invoice 224225,1
Invoice 225257,1
Invoice 157939,1
Invoice 142773,1
Invoice 221685,1
Invoice 274254,1
Invoice 149315,1
Invoice 151317,1
Invoice 272011,1
Invoice 154975,5
Invoice 234605,1
Invoice 167629,1
Invoice 157930,1
Invoice 148227,1
Invoice 151463,1
Invoice 148900,1
Invoice 247900,1
Invoice 131041,1
Invoice 147803,1
Invoice 230825,1
Invoice 158568,1
Invoice 193061,6
Invoice 263239,2
Invoice 254003,1
Invoice 158678,1
Invoice 272556,1
Invoice 143257,1
Invoice 245350,1
Invoice 153869,1
Invoice 193729,1
Invoice 146216,2
Invoice 150670,1
Invoice 183893,2
Invoice 151540,2
Invoice 154385,1
Invoice 173686,2
Invoice 149695,1
Invoice 224342,1
Invoice 215905,1
Invoice 145393,2
Invoice 145409,2
Invoice 263750,1
Invoice 154235,2
Invoice 169504,1
Invoice 170581,1
Invoice 273664,2
Invoice 157074,2
Invoice 152466,1
Invoice 264747,1
Invoice 143507,1
Invoice 150278,2
Invoice 146483,2
Invoice 149222,1
Invoice 147814,2
Invoice 161789,1
Invoice 150546,1
Invoice 144221,2
Invoice 163656,4
Invoice 151405,1
Invoice 144461,1
Invoice 224564,1
Invoice 235916,1
Invoice 150294,1
Invoice 268559,1
Invoice 12588,1
Invoice 157560,1
Invoice 105288,4
Invoice 272434,1
Invoice 189091,3
Invoice 188182,1
Invoice 175848,2
Invoice 162338,7
Invoice 144911,1
Invoice 162566,1
Invoice 187248,1
Invoice 210843,1
Invoice 155152,2
Invoice 174523,1
Invoice 175548,1
Invoice 144567,4
Invoice 149338,1
Invoice 233125,1
Invoice 234188,1
Invoice 187069,1
Invoice 210993,3
Invoice 184643,1
Invoice 151973,2
Invoice 84042,10
Invoice 257196,1
Invoice 156697,1
Invoice 146787,1
Invoice 142498,1
Invoice 149225,2
Invoice 143392,1
Invoice 247188,1
Invoice 107440,1
Invoice 153808,1
Invoice 151723,1
Invoice 210962,6
Invoice 197348,1
Invoice 181580,5
Invoice 209766,1
Invoice 216465,1
Invoice 153199,1
Invoice 168392,4
Invoice 143182,1
Invoice 216549,5
Invoice 172759,5
Invoice 222692,2
Invoice 251343,1
Invoice 207802,6
Invoice 157559,1
Invoice 123109,4
Invoice 253775,3
Invoice 145636,6
Invoice 181961,1
Invoice 147235,1
Invoice 254289,1
Invoice 188303,2
Invoice 145843,2
Invoice 193357,4
Invoice 155995,2
Invoice 197761,1
Invoice 207113,1
Invoice 139040,4
Invoice 223287,1
Invoice 144776,2
Invoice 151649,1
Invoice 155371,1
Invoice 205002,3
Invoice 183804,1
Invoice 205856,1
Invoice 225567,3
Invoice 195208,3
Invoice 156248,1
Invoice 269920,3
Invoice 155799,1
Invoice 233720,2
Invoice 270158,1
Invoice 193327,1
Invoice 187629,1
Invoice 261804,1
Invoice 153234,1
Invoice 73242,1
Invoice 211861,2
Invoice 148098,1
Invoice 154440,1
Invoice 152568,3
Invoice 170066,1
Invoice 151013,1
Invoice 229162,1
Invoice 144889,1
Invoice 91719,1
Invoice 275470,2
Invoice 144395,1
Invoice 154885,1
Invoice 151784,1
Invoice 144352,1
Invoice 137748,3
Invoice 185704,1
Invoice 144548,3
Invoice 106202,1
Invoice 185782,2
Invoice 238582,1
Invoice 143647,1
Invoice 153379,1
Invoice 207093,2
Invoice 144088,1
Invoice 182779,1
Invoice 151744,3
Invoice 260555,1
Invoice 47612,1
Invoice 202156,1
Invoice 153021,1
Invoice 146733,1
Invoice 103298,1
Invoice 121615,1
Invoice 275952,2
Invoice 235176,1
Invoice 145507,1
Invoice 157186,1
Invoice 152666,1
Invoice 142379,1
Invoice 252585,3
Invoice 157857,1
Invoice 207675,2
Invoice 231404,1
Invoice 159053,1
Invoice 151002,1
Invoice 232112,1
Invoice 210162,1
Invoice 145672,1
Invoice 46718,1
Invoice 272509,1
Invoice 92239,1
Invoice 267244,1
Invoice 151623,1
Invoice 200671,1
Invoice 144405,2
Invoice 145210,1
Invoice 180446,2
Invoice 149847,1
Invoice 93764,1
Invoice 151081,2
Invoice 219426,1
Invoice 246167,2
Invoice 147894,3
Invoice 205985,1
Invoice 142199,1
Invoice 190562,1
Invoice 167327,1
Invoice 9510,1
Invoice 225714,3
Invoice 265208,1
Invoice 166767,1
Invoice 149701,1
Invoice 147815,4
Invoice 160119,1
Invoice 157178,1
Invoice 146574,5
Invoice 135104,1
Invoice 186519,2
Invoice 235137,1
Invoice 151512,1
Invoice 104950,1
Invoice 246227,2
Invoice 144312,1
Invoice 248095,1
Invoice 149933,1
Invoice 125446,1
Invoice 136715,1
Invoice 244016,3
Invoice 150817,1
Invoice 265660,2
Invoice 221597,5
Invoice 276680,2
Invoice 207798,1
Invoice 227678,1
Invoice 189216,5
Invoice 209313,1
Invoice 154733,2
Invoice 220194,2
Invoice 254533,1
Invoice 157111,1
Invoice 156372,1
Invoice 156284,1
Invoice 214624,1
Invoice 142642,1
Invoice 172287,1
Invoice 150384,1
Invoice 271159,1
Invoice 158950,1
Invoice 146765,1
Invoice 67416,1
Invoice 88645,1
Invoice 237199,1
Invoice 42395,1
Invoice 157828,1
Invoice 142239,1
Invoice 144151,1
Invoice 196976,1
Invoice 106945,5
Invoice 152464,2
Invoice 142100,1
Invoice 156953,1
Invoice 156298,1
Invoice 179644,1
Invoice 227550,1
Invoice 272898,2
Invoice 240531,1
Invoice 228529,1
Invoice 138465,1
Invoice 140864,1
Invoice 175063,2
Invoice 191205,1
Invoice 85115,1
Invoice 93547,1
Invoice 185533,1
Invoice 225549,1
Invoice 173759,1
Invoice 220161,2
Invoice 236829,2
Invoice 27853,8
Invoice 18905,1
Invoice 190656,1
Invoice 161070,1
Invoice 249731,1
Invoice 162340,1
Invoice 145526,1
Invoice 203594,14
Invoice 276001,1
Invoice 258758,1
Invoice 158972,1
Invoice 198337,1
Invoice 144123,1
Invoice 236812,3
Invoice 186796,1
Invoice 250602,1
Invoice 158536,1
Invoice 184538,1
Invoice 147922,2
Invoice 157525,4
Invoice 276265,1
Invoice 152300,1
Invoice 184018,1
Invoice 152821,2
Invoice 145996,2
Invoice 247734,2
Invoice 162803,1
Invoice 252766,1
Invoice 159329,1
Invoice 148793,1
Invoice 149733,1
Invoice 157439,1
Invoice 145543,1
Invoice 155677,5
Invoice 174343,3
Invoice 188602,2
Invoice 170430,1
Invoice 200156,2
Invoice 164927,1
Invoice 147415,1
Invoice 195815,1
Invoice 144756,2
Invoice 227442,1
Invoice 235661,1
Invoice 162485,1
Invoice 200353,1
Invoice 161104,1
Invoice 266909,1
Invoice 249758,12
Invoice 271729,1
Invoice 253087,1
Invoice 162252,1
Invoice 201007,3
Invoice 162632,1
Invoice 234997,2
Invoice 156237,1
Invoice 261728,1
Invoice 204028,1
Invoice 150416,5
Invoice 227321,1
Invoice 157269,2
Invoice 92321,2
Invoice 193666,1
Invoice 253569,1
Invoice 190987,1
Invoice 203872,2
Invoice 259777,1
Invoice 243496,1
Invoice 257468,1
Invoice 250863,3
Invoice 233067,2
Invoice 142241,2
Invoice 250714,1
Invoice 154029,2
Invoice 185539,1
Invoice 165585,1
Invoice 142013,1
Invoice 89282,1
Invoice 172330,1
Invoice 161890,1
Invoice 149612,1
Invoice 152149,1
Invoice 177001,1
Invoice 148942,1
Invoice 101995,1
Invoice 48448,1
Invoice 216274,3
Invoice 146336,1
Invoice 108666,2
Invoice 143730,5
Invoice 215574,1
Invoice 147387,2
Invoice 190182,1
Invoice 259945,2
Invoice 185985,1
Invoice 183127,15
Invoice 148159,1
Invoice 156331,1
Invoice 275737,3
Invoice 218590,1
Invoice 153488,1
Invoice 170299,2
Invoice 158421,1
Invoice 208127,1
Invoice 30712,1
Invoice 147837,3
Invoice 155551,7
Invoice 168938,1
Invoice 212338,2
Invoice 228703,2
Invoice 154251,1
Invoice 275883,1
Invoice 189191,2
Invoice 153393,2
Invoice 237435,1
Invoice 156855,1
Invoice 241583,1
Invoice 154905,5
Invoice 210883,2
Invoice 232477,1
Invoice 266040,3
Invoice 159305,1
Invoice 150299,2
Invoice 26400,1
Invoice 180697,1
Invoice 154315,2
Invoice 155116,2
Invoice 204340,3
Invoice 172433,2
Invoice 219084,2
Invoice 262276,2
Invoice 149012,1
Invoice 156911,4
Invoice 142707,1
Invoice 226504,1
Invoice 156642,1
Invoice 249233,1
Invoice 159320,1
Invoice 236792,3
Invoice 183062,1
Invoice 189995,1
Invoice 208987,1
Invoice 144114,2
Invoice 39875,1
Invoice 196153,1
Invoice 256643,1
Invoice 252903,4
Invoice 2507,7
Invoice 153727,6
Invoice 242997,4
Invoice 269096,10
Invoice 183921,1
Invoice 174152,1
Invoice 149221,1
Invoice 260499,2
Invoice 691,1
Invoice 216130,2
Invoice 150912,2
Invoice 150553,2
Invoice 165395,1
Invoice 199635,1
Invoice 273849,1
Invoice 131197,5
Invoice 163466,1
Invoice 261656,3
Invoice 249881,1
Invoice 10856,2
Invoice 31307,7
Invoice 154162,1
Invoice 256754,1
Invoice 204413,4
Invoice 77131,1
Invoice 86605,3
Invoice 142317,1
Invoice 148591,3
Invoice 251608,6
Invoice 261935,1
Invoice 206632,1
Invoice 169080,1
Invoice 158238,4
Invoice 149601,1
Invoice 237333,2
Invoice 144294,4
Invoice 43427,5
Invoice 124686,4
Invoice 220809,1
Invoice 153923,2
Invoice 143094,1
Invoice 153301,1
Invoice 143445,2
Invoice 158843,1
Invoice 231380,2
Invoice 137613,5
Invoice 276033,2
Invoice 203121,1
Invoice 176386,1
Invoice 145859,3
Invoice 209090,1
Invoice 40445,2
Invoice 223132,1
Invoice 158264,1
Invoice 75645,3
Invoice 154749,1
Invoice 188674,3
Invoice 178287,1
Invoice 218291,3
Invoice 164489,1
Invoice 201322,1
Invoice 155645,1
Invoice 153257,1
Invoice 47833,3
Invoice 127550,8
Invoice 232418,1
Invoice 249116,1
Invoice 147954,2
Invoice 176537,2
Invoice 137736,3
Invoice 161211,5
Invoice 264353,1
Invoice 173343,1
Invoice 179137,1
Invoice 231721,1
Invoice 224859,1
Invoice 87345,1
Invoice 252468,1
Invoice 152455,3
Invoice 196549,1
Invoice 158146,1
Invoice 50267,5
Invoice 227132,5
Invoice 157115,1
Invoice 193942,1
Invoice 9786,8
Invoice 144145,1
Invoice 151197,1
Invoice 157755,2
Invoice 223605,3
Invoice 232157,1
Invoice 144962,1
Invoice 174025,2
Invoice 149126,2
Invoice 218735,1
Invoice 234445,1
Invoice 231459,1
Invoice 218355,1
Invoice 151115,1
Invoice 241722,1
Invoice 146694,1
Invoice 260729,2
Invoice 151666,4
Invoice 207467,1
Invoice 265046,1
Invoice 168602,1
Invoice 158147,1
Invoice 201851,1
Invoice 155009,1
Invoice 235782,3
Invoice 144154,1
Invoice 203809,2
Invoice 252884,1
Invoice 185129,1
Invoice 273859,1
Invoice 152102,1
Invoice 222343,1
Invoice 157286,2
Invoice 255679,1
Invoice 256614,1
Invoice 177971,1
Invoice 229395,2
Invoice 144775,1
Invoice 151853,1
Invoice 253763,1
Invoice 183768,1
Invoice 226755,1
Invoice 152229,1
Invoice 231742,1
Invoice 268478,1
Invoice 276090,1
Invoice 151912,1
Invoice 255950,1
Invoice 205278,1
Invoice 185714,1
Invoice 152768,1
Invoice 230313,2
Invoice 86275,2
Invoice 252755,1
Invoice 147045,2
Invoice 255515,1
Invoice 188472,1
Invoice 196398,3
Invoice 153030,1
Invoice 215196,2
Invoice 169072,1
Invoice 145061,1
Invoice 230701,1
Invoice 228375,1
Invoice 178404,1
Invoice 208821,2
Invoice 174313,1
Invoice 226985,1
Invoice 144997,1
Invoice 193657,1
Invoice 229534,1
Invoice 249084,4
Invoice 255194,1
Invoice 167168,2
Invoice 237249,1
Invoice 205044,2
Invoice 155067,1
Invoice 252826,1
Invoice 160240,3
Invoice 157131,1
Invoice 91976,3
Invoice 224755,1
Invoice 189382,1
Invoice 198922,1
Invoice 30895,1
Invoice 219926,1
Invoice 221953,4
Invoice 144367,2
Invoice 118042,2
Invoice 258096,1
Invoice 240758,5
Invoice 181645,4
Invoice 161246,1
Invoice 143227,1
Invoice 157127,1
Invoice 258497,2
Invoice 148587,1
Invoice 150802,1
Invoice 147919,1
Invoice 258207,1
Invoice 155827,1
Invoice 90436,1
Invoice 261892,1
Invoice 221812,1
Invoice 218642,2
Invoice 244172,2
Invoice 216131,1
Invoice 173057,1
Invoice 225149,2
Invoice 207302,1
Invoice 154614,1
Invoice 152115,1
Invoice 12171,1
Invoice 157846,1
Invoice 148606,2
Invoice 218224,1
Invoice 194034,1
Invoice 147135,1
Invoice 205926,1
Invoice 236255,1
Invoice 215061,1
Invoice 156274,1
Invoice 12371,1
Invoice 188240,1
Invoice 231487,1
Invoice 183962,2
Invoice 248014,1
Invoice 159081,3
Invoice 187722,1
Invoice 143198,2
Invoice 157705,1
Invoice 183526,1
Invoice 157396,1
Invoice 147343,1
Invoice 215001,2
Invoice 147788,1
Invoice 217316,1
Invoice 142670,1
Invoice 156981,3
Invoice 224880,1
Invoice 132087,1
Invoice 171539,1
Invoice 202044,1
Invoice 228451,2
Invoice 143930,1
Invoice 147948,5
Invoice 145029,2
Invoice 169906,2
Invoice 242133,4
Invoice 156126,1
Invoice 157892,1
Invoice 157529,1
Invoice 142722,1
Invoice 209822,2
Invoice 162738,1
Invoice 18083,2
Invoice 271534,1
Invoice 214135,2
Invoice 229209,1
Invoice 226826,1
Invoice 221451,1
Invoice 183364,1
Invoice 169826,1
Invoice 164022,1
Invoice 183533,2
Invoice 273504,2
Invoice 259617,1
Invoice 184350,1
Invoice 154321,1
Invoice 102938,10
Invoice 145694,1
Invoice 235730,2
Invoice 142532,1
Invoice 158009,2
Invoice 150742,1
Invoice 253790,5
Invoice 221565,1
Invoice 173688,1
Invoice 150417,1
Invoice 145951,2
Invoice 149036,1
Invoice 156546,1
Invoice 215595,1
Invoice 122034,2
Invoice 14616,2
Invoice 149243,1
Invoice 167912,1
Invoice 20907,2
Invoice 175331,1
Invoice 258659,1
Invoice 146998,1
Invoice 272429,1
Invoice 257237,5
Invoice 243550,5
Invoice 192258,4
Invoice 275856,1
Invoice 267463,1
Invoice 175479,1
Invoice 258951,1
Invoice 229938,1
Invoice 147628,2
Invoice 224773,2
Invoice 244283,5
Invoice 177783,1
Invoice 199923,3
Invoice 246787,3
Invoice 199142,6
Invoice 125596,6
Invoice 204410,1
Invoice 156958,1
Invoice 276152,1
Invoice 171435,1
Invoice 194355,1
Invoice 22988,1
Invoice 246906,1
Invoice 263016,1
Invoice 230846,1
Invoice 153985,1
Invoice 17211,3
Invoice 192582,1
Invoice 136055,2
Invoice 72099,5
Invoice 93759,5
Invoice 238920,2
Invoice 213943,2
Invoice 174907,5
Invoice 169832,2
Invoice 176102,1
Invoice 202417,2
Invoice 219023,2
Invoice 144976,1
Invoice 170194,1
Invoice 209899,1
Invoice 185064,1
Invoice 196435,1
Invoice 272804,1
Invoice 123053,1
Invoice 206589,1
Invoice 246314,1
Invoice 211851,1
Invoice 144137,1
Invoice 258168,1
Invoice 201868,1
Invoice 219427,2
Invoice 243293,1
Invoice 230794,1
Invoice 250705,2
Invoice 258786,1
Invoice 262157,3
Invoice 257008,1
Invoice 134718,3
Invoice 189619,1
Invoice 107514,1
Invoice 176032,1
Invoice 189230,1
Invoice 141790,1
Invoice 182032,1
Invoice 260053,1
Invoice 153680,1
Invoice 209204,3
Invoice 15488,1
Invoice 211547,1
Invoice 191846,1
Invoice 244452,1
Invoice 142415,1
Invoice 218373,1
Invoice 203078,4
Invoice 184525,2
Invoice 192282,1
Invoice 177852,1
Invoice 159079,4
Invoice 191759,1
Invoice 167328,1
Invoice 241621,1
Invoice 192771,1
Invoice 206891,1
Invoice 188148,1
Invoice 217146,1
Invoice 259655,1
Invoice 245945,1
Invoice 209537,1
Invoice 210866,1
Invoice 144315,1
Invoice 188854,1
Invoice 239914,1
Invoice 148846,1
Invoice 154815,1
Invoice 190481,1
Invoice 183475,1
Invoice 246331,1
Invoice 227997,1
Invoice 266501,1
Invoice 175114,1
Invoice 253516,1
Invoice 187463,1
Invoice 276419,1
Invoice 255230,1
Invoice 181183,1
Invoice 242802,2
Invoice 212418,2
Invoice 275829,2
Invoice 210413,1
Invoice 181864,3
Invoice 158939,2
Invoice 149610,1
Invoice 272435,2
Invoice 145528,1
Invoice 256337,1
Invoice 233911,1
Invoice 184684,1
Invoice 240029,1
Invoice 265316,1
Invoice 138848,5
Invoice 232578,1
Invoice 221742,2
Invoice 205997,1
Invoice 266585,1
Invoice 147844,2
Invoice 179566,1
Invoice 188876,1
Invoice 194212,1
Invoice 264146,1
Invoice 243731,1
Invoice 244719,1
Invoice 169181,1
Invoice 194085,1
Invoice 145989,1
Invoice 182321,1
Invoice 242399,1
Invoice 233024,1
Invoice 266324,1
Invoice 157250,2
Invoice 150583,1
Invoice 198105,1
Invoice 266016,1
Invoice 189283,1
Invoice 261010,2
Invoice 217603,1
Invoice 234969,1
Invoice 151071,1
Invoice 171712,2
Invoice 157859,1
Invoice 248055,3
Invoice 224949,1
Invoice 232075,3
Invoice 191548,1
Invoice 182282,1
Invoice 150367,1
Invoice 220184,1
Invoice 202322,1
Invoice 196424,1
Invoice 143059,1
Invoice 260216,1
Invoice 157239,39
Invoice 171328,1
Invoice 248845,1
Invoice 169597,1
Invoice 145466,1
Invoice 173108,1
Invoice 226111,1
Invoice 217716,2
Invoice 167826,1
Invoice 182251,1
Invoice 211033,1
Invoice 206270,1
Invoice 175290,1
Invoice 261340,2
Invoice 197208,1
Invoice 220643,1
Invoice 269932,4
Invoice 227774,1
Invoice 246170,1
Invoice 251098,4
Invoice 184984,1
Invoice 232089,1
Invoice 192537,1
Invoice 228168,1
Invoice 241438,1
Invoice 231423,9
Invoice 167520,1
Invoice 229814,1
Invoice 218424,1
Invoice 203224,1
Invoice 190728,1
Invoice 239241,1
Invoice 149630,1
Invoice 187855,1
Invoice 207557,1
Invoice 234217,1
Invoice 165303,1
Invoice 91707,1
Invoice 167320,1
Invoice 143357,2
Invoice 187889,1
Invoice 38790,1
Invoice 116141,1
Invoice 190992,1
Invoice 188522,1
Invoice 185594,2
Invoice 254787,1
Invoice 12312,2
Invoice 225269,1
Invoice 175594,2
Invoice 194188,3
Invoice 216886,1
Invoice 150578,2
Invoice 234405,5
Invoice 248912,1
Invoice 169399,2
Invoice 260419,1
Invoice 203712,3
Invoice 223914,2
Invoice 144456,2
Invoice 272198,1
Invoice 197371,1
Invoice 218907,2
Invoice 179545,1
Invoice 275635,1
Invoice 261510,1
Invoice 142295,1
Invoice 257754,2
Invoice 146879,1
Invoice 260398,2
Invoice 184413,2
Invoice 242400,1
Invoice 212346,2
Invoice 188167,1
Invoice 186168,1
Invoice 21778,1
Invoice 234887,1
Invoice 276589,2
Invoice 261411,1
Invoice 227472,1
Invoice 257288,1
Invoice 32967,1
Invoice 274975,1
Invoice 166913,1
Invoice 237519,2
Invoice 247934,1
Invoice 263170,2
Invoice 242297,1
Invoice 269071,1
Invoice 272057,1
Invoice 156881,1
Invoice 211922,1
Invoice 241265,1
Invoice 177931,2
Invoice 221464,3
Invoice 220751,3
Invoice 170102,1
Invoice 229136,1
Invoice 249223,1
Invoice 240466,1
Invoice 191033,1
Invoice 259179,1
Invoice 213638,1
Invoice 215016,1
Invoice 216067,1
Invoice 194037,1
Invoice 245768,1
Invoice 256790,1
Invoice 242902,1
Invoice 209145,1
Invoice 223395,1
Invoice 183839,1
Invoice 142640,1
Invoice 241097,5
Invoice 103683,3
Invoice 231875,1
Invoice 238177,1
Invoice 251265,1
Invoice 214611,4
Invoice 271234,1
Invoice 180715,1
Invoice 154933,1
Invoice 190456,1
Invoice 255765,1
Invoice 199331,1
Invoice 157522,1
Invoice 243780,1
Invoice 150986,1
Invoice 157817,1
Invoice 176443,1
Invoice 255212,1
Invoice 213056,2
Invoice 235600,3
Invoice 190142,2
Invoice 266783,1
Invoice 158577,1
Invoice 150798,1
Invoice 235645,1
Invoice 235430,1
Invoice 208025,1
Invoice 184322,1
Invoice 258498,1
Invoice 272649,1
Invoice 81083,1
Invoice 233927,1
Invoice 173840,1
Invoice 154734,1
Invoice 245169,1
Invoice 242807,2
Invoice 272132,2
Invoice 165137,1
Invoice 195636,1
Invoice 97671,1
Invoice 24993,4
Invoice 252154,2
Invoice 222762,1
Invoice 78169,1
Invoice 18867,1
Invoice 157500,1
Invoice 204985,1
Invoice 224780,1
Invoice 254899,2
Invoice 272180,2
Invoice 261498,1
Invoice 216922,1
Invoice 204303,1
Invoice 270589,2
Invoice 237999,2
Invoice 212759,1
Invoice 232413,1
Invoice 194326,1
Invoice 247838,6
Invoice 246403,2
Invoice 185050,1
Invoice 261619,1
Invoice 188887,1
Invoice 234025,1
Invoice 256839,2
Invoice 156505,1
Invoice 272120,1
Invoice 272806,2
Invoice 254310,1
Invoice 83707,1
Invoice 41552,1
Invoice 166469,2
Invoice 182387,1
Invoice 241218,1
Invoice 260480,1
Invoice 186474,1
Invoice 253701,1
Invoice 213375,1
Invoice 252928,2
Invoice 173758,1
Invoice 229619,1
Invoice 209016,1
Invoice 178150,1
Invoice 234358,1
Invoice 207751,1
Invoice 90166,1
Invoice 193115,1
Invoice 231787,2
Invoice 254361,2
Invoice 207167,1
Invoice 186892,1
Invoice 170859,1
Invoice 210664,1
Invoice 46560,1
Invoice 171725,1
Invoice 149990,11
Invoice 275449,2
Invoice 22792,1
Invoice 174754,1
Invoice 190236,1
Invoice 253680,1
Invoice 236413,1
Invoice 220601,1
Invoice 241132,1
Invoice 242291,1
Invoice 272549,1
Invoice 200938,1
Invoice 212669,1
Invoice 233022,1
Invoice 201969,1
Invoice 32693,2
Invoice 182456,3
Invoice 188420,2
Invoice 147093,1
Invoice 274593,1
Invoice 180596,1
Invoice 154619,1
Invoice 239006,1
Invoice 151480,1
Invoice 196285,1
Invoice 227063,1
Invoice 181492,3
Invoice 215241,2
Invoice 184879,1
Invoice 242814,2
Invoice 263632,1
Invoice 86293,8
Invoice 121141,4
Invoice 119899,1
Invoice 237488,1
Invoice 141383,1
Invoice 76627,1
Invoice 96727,1
Invoice 252575,2
Invoice 144297,1
Invoice 268435,1
Invoice 151552,1
