Material,MTyp,Matl Group
Material 657,ERT,49
Material 1172,ERT,49
Material 7094,ERT,49
Material 7051,ERT,49
Material 2368,ERT,49
Material 3685,ERT,49
Material 4022,ERT,49
Material 5547,ERT,49
Material 1218,ERT,49
Material 5214,ERT,49
Material 3262,ERT,49
Material 1433,ERT,49
Material 5291,AWA,34
Material 5856,AWA,34
Material 8066,AWA,34
Material 1704,AWA,34
Material 1462,AWA,34
Material 1804,AWA,34
Material 2755,AWA,34
Material 5846,AWA,34
Material 6245,AWA,34
Material 280,AWA,34
Material 1925,AWA,34
Material 3080,ERT,52
Material 6722,ERT,52
Material 209,ERT,52
Material 4018,ERT,52
Material 6670,ERT,52
Material 123,ERT,52
Material 4767,ERT,52
Material 1016,ERT,52
Material 8015,ERT,52
Material 7100,ERT,52
Material 949,ERT,52
Material 3209,ERT,52
Material 1995,ERT,52
Material 4214,ERT,52
Material 4536,ERT,52
Material 6688,ERT,52
Material 4925,ERT,52
Material 6560,ERT,52
Material 1420,ERT,52
Material 5665,ERT,52
Material 1302,ERT,52
Material 3750,ERT,52
Material 1506,ERT,52
Material 6220,ERT,52
Material 3254,ERT,52
Material 385,ERT,52
Material 6890,ERT,52
Material 5520,ERT,52
Material 6177,ERT,52
Material 1979,ERT,52
Material 3541,ERT,52
Material 2848,ERT,52
Material 7163,ERT,52
Material 4272,ERT,52
Material 5741,ERT,52
Material 4741,ERT,52
Material 7156,ERT,52
Material 7858,ERT,52
Material 3480,ERT,52
Material 6135,ERT,52
Material 5357,ERT,52
Material 7736,ERT,52
Material 644,ERT,52
Material 1406,ERT,52
Material 4665,ERT,52
Material 577,ERT,52
Material 1126,ERT,52
Material 7340,ERT,52
Material 5944,ERT,52
Material 5604,ERT,52
Material 2302,ERT,52
Material 378,ERT,52
Material 7397,ERT,52
Material 28,ERT,52
Material 330,ERT,52
Material 5664,ERT,52
Material 4713,ERT,52
Material 759,ERT,52
Material 1571,ERT,52
Material 2359,ERT,52
Material 7269,ERT,52
Material 4836,ERT,52
Material 2580,ERT,52
Material 5115,ERT,52
Material 7446,ERT,52
Material 2255,ERT,52
Material 5138,ERT,52
Material 3040,AWA,34
Material 2839,ROH,82
Material 2528,ROH,82
Material 4645,ROH,13
Material 5721,NBW,4
Material 7581,MRO,82
Material 2212,NBW,6
Material 6076,MRO,6
Material 1516,MRO,4
Material 814,MRO,32
Material 4810,MRO,32
Material 2233,MRO,32
Material 5384,NBW,2
Material 5281,MRO,24
Material 4409,NBW,2
Material 5146,MRO,4
Material 5885,MRO,13
Material 2344,MRO,35
Material 4711,MRO,39
Material 7841,NBW,6
Material 1917,NBW,6
Material 7862,MRO,4
Material 1442,MRO,82
Material 930,MRO,28
Material 3413,NBW,4
Material 3392,NBW,6
Material 3979,NBW,6
Material 7507,MRO,6
Material 4221,MRO,102
Material 3187,NBW,6
Material 6269,NBW,6
Material 6007,NBW,6
Material 917,NBW,6
Material 4357,NBW,6
Material 754,NBW,24
Material 3653,ROH,13
Material 1330,NBW,6
Material 3627,NBW,82
Material 3491,MRO,4
Material 1904,MRO,5
Material 1416,MRO,24
Material 472,MRO,24
Material 6980,NBW,4
Material 4102,MRO,47
Material 187,MRO,24
Material 886,NBW,2
Material 652,NBW,24
Material 7779,NBW,24
Material 616,NBW,6
Material 3969,NBW,6
Material 2953,NBW,6
Material 5379,MRO,47
Material 1583,MRO,35
Material 3925,NBW,4
Material 4180,MRO,24
Material 3023,NBW,13
Material 4722,NBW,4
Material 3764,NBW,4
Material 5280,NBW,4
Material 2332,NBW,13
Material 7793,NBW,47
Material 7623,NBW,4
Material 3483,MRO,4
Material 4878,MRO,6
Material 121,MRO,32
Material 7301,MRO,32
Material 4424,MRO,4
Material 6917,MRO,4
Material 7105,MRO,6
Material 7553,NBW,6
Material 6587,MRO,7
Material 3522,NBW,6
Material 5406,MRO,4
Material 7167,MRO,4
Material 3465,MRO,4
Material 2578,MRO,4
Material 5136,MRO,4
Material 595,MRO,4
Material 2234,MRO,4
Material 3926,MRO,4
Material 4743,MRO,4
Material 3448,MRO,4
Material 3636,MRO,4
Material 2037,MRO,4
Material 489,MRO,4
Material 3821,MRO,4
Material 5460,NBW,4
Material 5252,MRO,4
Material 7244,MRO,4
Material 3414,MRO,4
Material 4570,MRO,4
Material 6627,MRO,4
Material 2299,ROH,6
Material 7454,NBW,13
Material 1559,MRO,28
Material 1101,NBW,4
Material 3177,NBW,4
Material 2690,MRO,6
Material 2064,NBW,4
Material 6518,MRO,82
Material 3066,MRO,4
Material 1581,MRO,35
Material 7975,NBW,6
Material 4422,NBW,6
Material 3206,NBW,6
Material 4803,NBW,6
Material 6431,NBW,6
Material 4385,NBW,6
Material 4912,NBW,13
Material 3506,MRO,32
Material 3097,MRO,94
Material 3113,MRO,6
Material 120,MRO,39
Material 5521,NBW,6
Material 97,MRO,4
Material 2870,ROH,13
Material 3128,NBW,13
Material 1252,MRO,4
Material 7463,MRO,24
Material 3797,MRO,35
Material 7188,MRO,35
Material 6167,MRO,35
Material 3936,MRO,4
Material 6465,MRO,35
Material 2407,MRO,4
Material 7235,MRO,6
Material 5987,MRO,4
Material 2594,MRO,4
Material 2790,MRO,4
Material 3914,ROH,13
Material 1978,MRO,4
Material 1204,MRO,35
Material 264,NBW,6
Material 3911,NBW,6
Material 3142,NBW,6
Material 5669,NBW,6
Material 5288,MRO,4
Material 8068,NBW,6
Material 2995,NBW,6
Material 3229,NBW,6
Material 3959,NBW,6
Material 8042,NBW,6
Material 7024,NBW,6
Material 6380,NBW,6
Material 7322,MRO,35
Material 6905,MRO,4
Material 511,MRO,4
Material 3357,MRO,4
Material 2696,MRO,39
Material 5162,NBW,13
Material 4497,MRO,4
Material 2602,MRO,4
Material 2558,MRO,4
Material 3596,NBW,47
Material 3420,NBW,47
Material 1633,NBW,47
Material 1387,NBW,47
Material 5657,NBW,47
Material 4640,NBW,47
Material 6545,NBW,47
Material 4070,NBW,47
Material 5483,NBW,47
Material 3196,NBW,47
Material 6471,MRO,4
Material 1799,MRO,4
Material 4285,NBW,2
Material 4406,MRO,4
Material 4375,MRO,4
Material 339,MRO,6
Material 6855,MRO,4
Material 4547,MRO,4
Material 1320,MRO,46
Material 7952,MRO,46
Material 566,MRO,6
Material 1975,MRO,68
Material 6742,MRO,45
Material 2555,MRO,4
Material 2579,MRO,4
Material 2982,MRO,103
Material 4476,MRO,103
Material 6786,MRO,82
Material 7744,MRO,46
Material 4062,MRO,4
Material 7586,MRO,45
Material 7350,MRO,6
Material 6406,MRO,4
Material 7070,MRO,6
Material 7308,MRO,68
Material 7296,MRO,6
Material 1164,MRO,103
Material 2327,MRO,103
Material 98,NBW,6
Material 6329,MRO,39
Material 2465,MRO,39
Material 5178,NBW,13
Material 1993,MRO,68
Material 5049,NBW,24
Material 5053,MRO,4
Material 4204,MRO,7
Material 4164,MRO,7
Material 4505,MRO,6
Material 2897,MRO,6
Material 7444,MRO,6
Material 6159,MRO,6
Material 1448,MRO,6
Material 2125,MRO,6
Material 2270,MRO,6
Material 3828,MRO,6
Material 1927,MRO,28
Material 6450,NBW,6
Material 3594,ROH,82
Material 4965,ROH,13
Material 5418,ROH,13
Material 3210,ROH,13
Material 3616,ROH,82
Material 1214,ROH,34
Material 1230,ROH,34
Material 491,ROH,22
Material 1755,ROH,22
Material 2757,ROH,22
Material 8,ROH,82
Material 3711,ROH,82
Material 7852,ROH,34
Material 1395,ROH,34
Material 7679,ROH,82
Material 5414,ROH,82
Material 483,ROH,13
Material 3712,ROH,13
Material 2257,ROH,13
Material 4503,ROH,13
Material 7650,ROH,22
Material 3560,ERT,62
Material 1866,ERT,62
Material 6064,ERT,62
Material 3274,ERT,62
Material 2938,ERT,62
Material 6818,ERT,62
Material 1923,ERT,62
Material 1179,ERT,62
Material 3447,ERT,62
Material 3896,ERT,62
Material 4670,ERT,62
Material 7190,ERT,62
Material 6365,ERT,62
Material 1681,ERT,62
Material 2513,ERT,62
Material 1026,ERT,60
Material 8034,ERT,60
Material 3536,ERT,60
Material 693,ERT,60
Material 4572,ERT,60
Material 6638,ERT,60
Material 7886,ERT,60
Material 457,ERT,60
Material 5485,ERT,60
Material 2117,NBW,106
Material 4323,ERT,34
Material 1257,ERT,34
Material 5031,ERT,34
Material 6280,ERT,34
Material 1823,ERT,34
Material 125,ERT,34
Material 7659,ERT,34
Material 3232,ERT,34
Material 332,ERT,34
Material 692,ERT,34
Material 5768,ERT,34
Material 1512,ERT,63
Material 5107,ERT,63
Material 1726,ERT,63
Material 6987,ERT,63
Material 1348,ERT,63
Material 83,ERT,63
Material 5705,ERT,63
Material 5335,ERT,63
Material 403,ERT,63
Material 4499,ERT,63
Material 5836,ERT,63
Material 6983,ERT,63
Material 7946,ERT,63
Material 1618,ERT,63
Material 1748,ERT,63
Material 7366,ERT,63
Material 5638,ERT,63
Material 7699,ERT,63
Material 4785,ERT,63
Material 1689,ERT,63
Material 4550,ERT,66
Material 3014,ERT,66
Material 2288,ERT,64
Material 7432,ERT,64
Material 903,ERT,63
Material 716,ERT,63
Material 4765,ERT,66
Material 323,ERT,63
Material 4596,ERT,63
Material 3825,ERT,63
Material 5369,ERT,63
Material 554,ERT,63
Material 2899,ERT,63
Material 3084,ERT,63
Material 7402,ERT,63
Material 4165,ERT,63
Material 5982,ERT,63
Material 3322,ERT,63
Material 6080,ERT,63
Material 4411,ERT,63
Material 3335,ERT,63
Material 2661,ERT,63
Material 1803,ERT,63
Material 7984,ERT,63
Material 6346,ERT,66
Material 4308,NBW,99
Material 2322,ERT,42
Material 2518,ERT,42
Material 4903,ERT,42
Material 5718,ERT,42
Material 698,ERT,42
Material 7400,ERT,42
Material 6295,ERT,64
Material 6579,ERT,64
Material 2419,ERT,64
Material 3346,ERT,64
Material 1926,ERT,64
Material 2360,ERT,64
Material 5313,ERT,64
Material 1152,ERT,64
Material 3365,ERT,64
Material 370,ERT,64
Material 2437,ERT,63
Material 5083,ERT,63
Material 610,ERT,64
Material 2363,ERT,64
Material 3887,ERT,63
Material 145,ERT,64
Material 1818,ERT,64
Material 4331,ERT,63
Material 2085,ERT,63
Material 4771,ERT,64
Material 1682,ERT,64
Material 4972,ERT,63
Material 7252,ERT,64
Material 1287,ERT,64
Material 7148,ERT,63
Material 3444,ERT,64
Material 2966,ERT,64
Material 5264,ERT,63
Material 2409,ERT,64
Material 3162,ERT,64
Material 6017,ERT,63
Material 5181,ERT,63
Material 7239,ERT,64
Material 2136,ERT,64
Material 5950,ERT,63
Material 4818,ERT,63
Material 6691,ERT,64
Material 1047,ERT,64
Material 4032,ERT,63
Material 7118,ERT,64
Material 6911,ERT,64
Material 2015,ERT,63
Material 4419,ERT,64
Material 468,ERT,64
Material 7434,ERT,63
Material 2058,ERT,64
Material 4502,ERT,64
Material 5431,ERT,64
Material 3835,ERT,63
Material 786,ERT,64
Material 3898,ERT,64
Material 2919,ERT,63
Material 7786,ERT,63
Material 7052,ERT,64
Material 3284,ERT,64
Material 4207,ERT,63
Material 524,ERT,64
Material 396,ERT,64
Material 643,ERT,63
Material 4458,ERT,64
Material 7476,ERT,64
Material 6671,ERT,63
Material 5879,ERT,64
Material 2461,ERT,64
Material 4021,ERT,63
Material 3768,ERT,63
Material 4439,ERT,64
Material 4048,ERT,64
Material 3704,ERT,63
Material 2293,ERT,63
Material 6578,ERT,64
Material 142,ERT,64
Material 1854,ERT,63
Material 4355,ERT,64
Material 2854,ERT,64
Material 3505,ERT,63
Material 5323,ERT,63
Material 6746,ERT,64
Material 2585,ERT,64
Material 3118,ERT,63
Material 7299,ERT,63
Material 1898,ERT,64
Material 2203,ERT,64
Material 3239,ERT,63
Material 7218,ERT,63
Material 946,ERT,63
Material 5102,ERT,63
Material 5585,ERT,63
Material 985,ERT,63
Material 7436,ERT,63
Material 5932,ERT,63
Material 947,ERT,64
Material 3173,ERT,64
Material 920,ERT,64
Material 3599,ERT,64
Material 599,ERT,64
Material 1205,ERT,64
Material 4368,ERT,64
Material 6473,ERT,64
Material 5709,ERT,64
Material 502,ERT,64
Material 3410,ERT,64
Material 5310,ERT,64
Material 6267,ERT,64
Material 1766,ERT,64
Material 5074,ERT,64
Material 7031,ERT,64
Material 8058,ERT,64
Material 1479,ERT,64
Material 4941,ERT,64
Material 6563,ERT,64
Material 7347,ERT,64
Material 929,ERT,64
Material 7212,ERT,64
Material 47,ERT,64
Material 6709,ERT,64
Material 8002,ERT,64
Material 4942,ERT,64
Material 6756,ERT,64
Material 5970,ERT,64
Material 46,ROH,34
Material 7805,ROH,82
Material 2760,ROH,34
Material 4042,ROH,34
Material 2227,ROH,13
Material 7342,ROH,34
Material 1968,ROH,34
Material 7572,ROH,34
Material 1470,ROH,34
Material 5775,ROH,34
Material 2254,ROH,20
Material 2210,ROH,20
Material 5651,ROH,34
Material 5243,ROH,82
Material 6893,ROH,34
Material 785,ROH,34
Material 1688,ROH,34
Material 5773,ROH,34
Material 1296,ROH,34
Material 5032,ROH,20
Material 4738,ROH,34
Material 1513,ROH,34
Material 1299,ROH,34
Material 7560,ROH,34
Material 6642,ROH,13
Material 6731,ROH,34
Material 1272,ROH,34
Material 3264,ROH,34
Material 5015,ROH,82
Material 6772,ROH,34
Material 1364,ROH,34
Material 7457,ROH,34
Material 846,ROH,34
Material 1525,ROH,34
Material 6379,ROH,34
Material 2562,ROH,82
Material 6457,ROH,34
Material 2463,ROH,82
Material 2017,ROH,82
Material 7014,ROH,82
Material 5346,ROH,86
Material 6073,ERT,51
Material 5051,ERT,51
Material 7387,ERT,51
Material 3606,ERT,51
Material 5101,ERT,51
Material 4759,ERT,51
Material 4540,ERT,34
Material 7041,ERT,34
Material 4300,ERT,34
Material 5966,ERT,34
Material 4516,ERT,50
Material 2490,ERT,50
Material 5875,ERT,50
Material 4382,ERT,50
Material 4160,ERT,50
Material 6257,ERT,50
Material 6,ERT,50
Material 6214,ERT,50
Material 7939,ERT,50
Material 6713,ERT,50
Material 3870,ERT,50
Material 1006,ERT,50
Material 7821,ERT,50
Material 1523,ERT,50
Material 2222,ERT,50
Material 7783,ERT,50
Material 3140,ERT,50
Material 276,ERT,50
Material 1034,MRO,37
Material 2400,MRO,37
Material 3453,MRO,101
Material 4800,ERT,51
Material 5530,ERT,51
Material 6293,ERT,51
Material 3151,ERT,51
Material 5687,ERT,51
Material 3077,ERT,51
Material 3867,ERT,51
Material 857,ERT,51
Material 1058,ERT,51
Material 796,ERT,51
Material 6665,ERT,51
Material 7485,ERT,51
Material 7558,ERT,51
Material 7961,ERT,51
Material 6077,ERT,51
Material 3235,ERT,51
Material 1337,ERT,51
Material 4857,ERT,51
Material 2827,ERT,51
Material 5606,ERT,51
Material 4838,ERT,51
Material 2918,ERT,51
Material 4784,ERT,51
Material 6164,ERT,51
Material 5473,ERT,51
Material 3056,ERT,51
Material 5611,ERT,51
Material 6015,ERT,51
Material 5459,ERT,51
Material 2631,ERT,51
Material 5839,ERT,51
Material 7713,ERT,51
Material 6576,ERT,51
Material 6598,ERT,51
Material 943,ERT,51
Material 3567,ERT,51
Material 7533,ERT,51
Material 44,ERT,51
Material 7554,ERT,51
Material 6990,ERT,51
Material 4865,ERT,51
Material 4003,ERT,51
Material 312,ERT,51
Material 4936,ERT,51
Material 2,ERT,51
Material 1139,ERT,51
Material 6143,ERT,51
Material 7770,ERT,51
Material 4416,ERT,51
Material 4395,ERT,51
Material 724,ERT,51
Material 7154,ERT,51
Material 769,ERT,51
Material 4483,ERT,51
Material 7712,ERT,51
Material 5298,ERT,51
Material 6046,ERT,51
Material 74,ERT,51
Material 1678,ERT,51
Material 4685,ERT,51
Material 2215,ERT,51
Material 7442,ERT,51
Material 618,ERT,51
Material 699,ERT,51
Material 723,ERT,51
Material 3575,ERT,51
Material 4250,ERT,51
Material 258,ERT,51
Material 3971,ERT,51
Material 6409,ERT,50
Material 3671,ERT,50
Material 5487,ERT,50
Material 604,ERT,50
Material 757,ERT,50
Material 2706,ERT,50
Material 6595,ERT,51
Material 5493,ERT,51
Material 6106,ERT,51
Material 1276,ERT,51
Material 3371,ERT,51
Material 2460,ERT,51
Material 2890,ERT,51
Material 7671,ERT,51
Material 1105,ERT,51
Material 3841,ERT,51
Material 4316,ERT,51
Material 617,ERT,51
Material 2470,ERT,51
Material 6186,ERT,51
Material 485,ERT,51
Material 5743,ERT,51
Material 1246,ERT,51
Material 563,ERT,51
Material 718,ERT,51
Material 1629,ERT,51
Material 6318,ERT,51
Material 2192,ERT,51
Material 295,ERT,51
Material 916,ERT,51
Material 3321,ERT,51
Material 3642,ERT,51
Material 6526,ERT,51
Material 5484,ERT,51
Material 6695,ERT,51
Material 3964,ERT,51
Material 7602,ERT,78
Material 3815,ERT,51
Material 104,AWA,34
Material 7449,AWA,51
Material 4656,ERT,59
Material 6355,ERT,59
Material 428,ERT,59
Material 5028,ERT,59
Material 5802,ERT,59
Material 5022,ERT,59
Material 7138,ROH,87
Material 7237,ROH,87
Material 4261,ROH,87
Material 3354,ROH,87
Material 792,ROH,87
Material 6943,ROH,87
Material 2343,ROH,87
Material 1535,ROH,87
Material 1574,ROH,87
Material 4260,ROH,87
Material 5952,ROH,87
Material 6152,ROH,87
Material 4373,ROH,87
Material 5424,ROH,87
Material 4694,ROH,87
Material 6398,ROH,87
Material 4302,ROH,87
Material 2941,ROH,87
Material 2692,ROH,87
Material 2032,NBW,87
Material 6052,ROH,87
Material 90,NBW,87
Material 2959,ROH,87
Material 606,ROH,87
Material 7502,ROH,87
Material 5573,ROH,87
Material 1992,ROH,87
Material 3395,ROH,87
Material 7857,ROH,87
Material 7610,ROH,87
Material 2687,ROH,87
Material 1611,ROH,87
Material 925,ROH,87
Material 7297,ROH,87
Material 7661,ROH,87
Material 6948,ROH,87
Material 3900,ROH,87
Material 1254,ROH,87
Material 5170,ROH,87
Material 7897,ROH,87
Material 4076,ROH,87
Material 4531,ROH,87
Material 6026,ROH,87
Material 7521,ROH,87
Material 5008,ROH,87
Material 6008,ROH,87
Material 1935,ROH,87
Material 183,ROH,87
Material 3258,ROH,87
Material 7141,ROH,87
Material 7238,ROH,87
Material 5481,ROH,87
Material 6979,ROH,87
Material 4255,ROH,87
Material 1066,ROH,87
Material 631,ROH,87
Material 1605,ROH,87
Material 5576,ROH,87
Material 1258,ROH,87
Material 2481,ROH,87
Material 1323,ROH,87
Material 561,ROH,87
Material 1621,ROH,87
Material 1368,ROH,87
Material 364,ROH,87
Material 1855,ROH,87
Material 4594,ROH,87
Material 940,ROH,87
Material 4528,ROH,87
Material 732,ROH,87
Material 6317,ROH,87
Material 4811,ROH,87
Material 2050,ROH,87
Material 1612,ROH,87
Material 8072,ROH,87
Material 7667,ROH,87
Material 6480,ROH,87
Material 6698,ROH,87
Material 2723,ROH,87
Material 4362,ROH,87
Material 1004,ROH,87
Material 5758,ROH,87
Material 6137,ROH,87
Material 236,ROH,87
Material 5054,ROH,87
Material 1728,ROH,87
Material 7166,ROH,87
Material 439,ROH,87
Material 2433,ROH,87
Material 1783,ROH,87
Material 7563,ERT,49
Material 8078,ERT,49
Material 7829,ERT,49
Material 6999,ERT,49
Material 3088,AWA,52
Material 6586,ERT,34
Material 1565,ERT,34
Material 4401,ERT,34
Material 393,ERT,34
Material 2766,ERT,34
Material 964,ERT,34
Material 6880,ERT,72
Material 2434,ERT,34
Material 6330,ERT,34
Material 5600,ERT,34
Material 978,ERT,34
Material 1176,ERT,42
Material 666,NBW,30
Material 3578,NBW,30
Material 7570,ROH,68
Material 3720,ROH,68
Material 2487,ROH,68
Material 1669,ROH,68
Material 5659,ROH,68
Material 651,ROH,68
Material 7557,ROH,68
Material 4555,ROH,68
Material 5497,ROH,68
Material 3167,ROH,68
Material 1490,ROH,68
Material 703,ROH,68
Material 5654,ROH,68
Material 3670,ROH,68
Material 4190,ROH,68
Material 32,ROH,68
Material 762,ROH,68
Material 2001,ROH,68
Material 2499,ROH,68
Material 2542,ROH,68
Material 1631,ROH,68
Material 6689,ROH,68
Material 3637,ROH,68
Material 2237,ROH,68
Material 7716,ROH,68
Material 5820,ROH,68
Material 905,ROH,68
Material 1358,ROH,68
Material 2882,ROH,68
Material 2993,ROH,68
Material 4602,ROH,68
Material 3644,ROH,68
Material 2469,ROH,68
Material 2826,ROH,68
Material 2390,ROH,68
Material 1661,ROH,68
Material 2901,ROH,68
Material 2589,ROH,68
Material 3576,ROH,68
Material 99,ROH,68
Material 1412,ROH,68
Material 4387,ROH,68
Material 7988,ROH,68
Material 6762,ROH,68
Material 2399,ROH,68
Material 7431,ROH,68
Material 3440,ROH,68
Material 3359,ROH,68
Material 2734,ROH,68
Material 1394,ROH,68
Material 5469,ROH,68
Material 6331,ROH,68
Material 7808,ROH,68
Material 756,ROH,68
Material 3858,ROH,68
Material 1744,ROH,68
Material 6195,ROH,68
Material 4279,ROH,68
Material 2671,ROH,68
Material 5596,ROH,68
Material 2514,ROH,68
Material 4256,ROH,68
Material 5824,ROH,68
Material 4837,ROH,68
Material 5575,ROH,68
Material 5873,ROH,68
Material 5696,ROH,68
Material 5933,ROH,68
Material 4119,ROH,68
Material 1684,ROH,68
Material 2759,ROH,68
Material 5202,ROH,68
Material 5365,ROH,68
Material 1414,ROH,68
Material 4183,ROH,68
Material 4244,ROH,68
Material 845,ROH,68
Material 3537,ROH,68
Material 5598,ROH,68
Material 1464,ROH,68
Material 1737,ROH,68
Material 7410,ROH,68
Material 3899,ROH,68
Material 5813,ROH,68
Material 4136,NBW,68
Material 7568,ROH,68
Material 6900,ROH,68
Material 1739,ROH,68
Material 1295,ROH,68
Material 3109,ROH,68
Material 3195,ROH,68
Material 3181,ROH,68
Material 6014,ROH,68
Material 305,ROH,68
Material 6157,ROH,68
Material 7525,ROH,68
Material 2978,ROH,68
Material 2271,ROH,68
Material 7681,ROH,68
Material 4415,ROH,68
Material 1319,ROH,68
Material 3033,ROH,87
Material 7023,ROH,68
Material 3629,ROH,87
Material 5900,ROH,68
Material 7756,ROH,68
Material 3875,ROH,68
Material 4227,ROH,68
Material 1921,ROH,68
Material 1743,ROH,68
Material 5362,ROH,68
Material 7968,ROH,68
Material 6511,ROH,68
Material 1123,ROH,68
Material 7193,ROH,68
Material 6074,ROH,68
Material 4496,ROH,68
Material 6646,ROH,68
Material 6263,ROH,68
Material 2268,ROH,68
Material 1770,ROH,68
Material 1899,ROH,68
Material 5731,ROH,68
Material 4788,ROH,68
Material 219,ROH,68
Material 5451,ROH,68
Material 7145,ROH,68
Material 1616,ROH,68
Material 6056,ROH,68
Material 2853,ROH,68
Material 6433,ROH,68
Material 2305,ROH,68
Material 291,ROH,68
Material 7958,ROH,68
Material 5219,ERT,64
Material 4791,ERT,64
Material 2278,ERT,64
Material 3052,ERT,64
Material 6942,ERT,64
Material 608,ERT,64
Material 924,ERT,64
Material 39,ERT,64
Material 3166,ERT,64
Material 5806,ERT,63
Material 5160,ERT,63
Material 3416,ERT,63
Material 2005,ERT,63
Material 2265,ERT,63
Material 5822,ERT,63
Material 3873,ERT,63
Material 260,ERT,63
Material 6461,ERT,63
Material 6931,ERT,63
Material 6827,ERT,63
Material 37,ERT,63
Material 303,ERT,63
Material 1491,ERT,63
Material 67,ERT,63
Material 3029,ERT,63
Material 2314,ERT,63
Material 3641,MRO,82
Material 2428,AWA,34
Material 5348,AWA,34
Material 1013,AWA,34
Material 3090,AWA,34
Material 315,MRO,6
Material 6727,MRO,6
Material 4608,ROH,2
Material 1377,ERT,66
Material 7839,ERT,66
Material 5818,ERT,66
Material 3293,ERT,66
Material 3255,ERT,66
Material 1390,ERT,66
Material 6704,ERT,66
Material 4519,ERT,66
Material 1974,ERT,66
Material 2988,ERT,66
Material 1637,ERT,66
Material 466,ERT,66
Material 2565,ERT,66
Material 3366,ERT,66
Material 65,ERT,66
Material 3021,ERT,66
Material 285,ERT,66
Material 4294,ERT,66
Material 6404,ERT,66
Material 1228,ERT,66
Material 3595,ERT,66
Material 975,AWA,34
Material 4315,AWA,34
Material 173,AWA,34
Material 3530,AWA,34
Material 4753,AWA,34
Material 6936,AWA,34
Material 2242,AWA,34
Material 1812,AWA,34
Material 763,AWA,34
Material 61,AWA,34
Material 2733,ERT,66
Material 2241,ERT,66
Material 4715,ERT,66
Material 487,ERT,66
Material 6081,ERT,66
Material 7707,ERT,66
Material 7276,ERT,66
Material 3897,ERT,66
Material 6975,ERT,66
Material 4171,ERT,66
Material 7881,ERT,66
Material 1725,ERT,66
Material 811,ERT,66
Material 653,ERT,66
Material 1928,ERT,66
Material 4374,ERT,66
Material 2073,ERT,66
Material 7285,ERT,66
Material 440,ERT,66
Material 4847,ERT,66
Material 6551,ERT,66
Material 4610,ERT,66
Material 3415,ERT,66
Material 6168,ERT,66
Material 3159,ERT,66
Material 6760,ERT,66
Material 840,ERT,66
Material 4801,ERT,66
Material 6405,ERT,66
Material 7430,AWA,34
Material 3124,AWA,34
Material 4428,AWA,34
Material 4654,AWA,34
Material 3777,AWA,34
Material 1225,AWA,34
Material 4734,AWA,34
Material 1022,AWA,34
Material 5589,AWA,34
Material 1379,AWA,34
Material 1355,AWA,34
Material 5116,AWA,34
Material 6303,AWA,34
Material 555,AWA,34
Material 1081,AWA,34
Material 7048,AWA,34
Material 1231,AWA,34
Material 7672,AWA,34
Material 5179,AWA,34
Material 481,AWA,34
Material 957,AWA,34
Material 3879,AWA,34
Material 3146,AWA,34
Material 3701,AWA,34
Material 4586,AWA,34
Material 4976,AWA,34
Material 5246,AWA,34
Material 1941,AWA,34
Material 1271,AWA,34
Material 6178,AWA,34
Material 3192,AWA,34
Material 4154,AWA,34
Material 3404,AWA,34
Material 2784,AWA,99
Material 1895,AWA,34
Material 7343,MRO,82
Material 830,MRO,54
Material 5470,NBW,7
Material 6542,NBW,7
Material 4354,NBW,7
Material 2789,NBW,7
Material 3664,MRO,14
Material 1215,AWA,34
Material 1475,AWA,34
Material 1900,ROH,2
Material 6553,ROH,2
Material 4851,ROH,2
Material 4051,ROH,2
Material 2651,ROH,2
Material 3240,ROH,2
Material 6040,ROH,2
Material 3154,ROH,2
Material 6470,ROH,2
Material 2249,ROH,8
Material 191,ROH,82
Material 2056,ROH,2
Material 810,ROH,2
Material 7295,ROH,68
Material 1285,ROH,82
Material 7307,ROH,8
Material 4901,ROH,2
Material 1825,ROH,2
Material 6070,ROH,2
Material 2820,ROH,2
Material 3840,ROH,2
Material 659,ROH,2
Material 4213,AWA,34
Material 6453,AWA,34
Material 670,AWA,34
Material 1342,AWA,34
Material 7628,AWA,34
Material 6634,ERT,55
Material 5548,ERT,55
Material 1796,ERT,55
Material 3425,ERT,55
Material 6723,ERT,55
Material 7135,ERT,55
Material 29,ERT,55
Material 7223,ERT,55
Material 3257,ERT,55
Material 2353,ERT,55
Material 7963,ERT,55
Material 3848,ERT,55
Material 4760,ERT,55
Material 222,ERT,55
Material 648,ERT,55
Material 5767,ERT,55
Material 877,ERT,55
Material 3743,ERT,55
Material 3893,ERT,55
Material 286,ERT,55
Material 5614,ERT,55
Material 7259,ERT,55
Material 2944,ERT,55
Material 3997,ERT,55
Material 655,ERT,55
Material 4522,ERT,55
Material 5091,ERT,55
Material 7596,ERT,55
Material 8039,ERT,55
Material 1822,ERT,55
Material 4967,ERT,55
Material 71,ERT,55
Material 7493,ERT,55
Material 4849,ERT,55
Material 3667,ERT,55
Material 365,ERT,55
Material 3920,ERT,55
Material 2952,ERT,55
Material 2703,ERT,55
Material 6967,ERT,55
Material 6682,ERT,55
Material 7739,ERT,55
Material 3833,ERT,55
Material 2934,ERT,55
Material 6416,ERT,55
Material 3798,ERT,55
Material 3640,ERT,55
Material 1646,ERT,55
Material 7318,ERT,55
Material 4139,ERT,55
Material 3665,ERT,55
Material 6063,ERT,55
Material 5917,ERT,55
Material 938,ERT,97
